index,original index,ML Catalog Number,Scientific Name,Date,Month,Locality,Latitude,Longitude,Average Community Rating,storage,altitude,LV03_E,LV03_N,crop_storage,VL
288,134,166374211,Podiceps cristatus,2013-05-16,5,Zürich Quaibrücke,47.3675,8.543,0.0,data/images/podiceps_cristatus/original/166374211.jpg,406,683417,246882,data/images/podiceps_cristatus/cropped/166374211.jpg,2578.6
289,135,166157141,Podiceps cristatus,2016-01-22,1,Seefeldquai,47.3626,8.5468,3.0,data/images/podiceps_cristatus/original/166157141.jpg,407,683712,246341,data/images/podiceps_cristatus/cropped/166157141.jpg,1068.73
290,136,165888111,Podiceps cristatus,2019-06-26,6,Luzern--Inseli Park,47.0494,8.3142,0.0,data/images/podiceps_cristatus/original/165888111.jpg,434,666530,211301,data/images/podiceps_cristatus/cropped/165888111.jpg,1413.65
291,137,165888101,Podiceps cristatus,2019-06-26,6,Luzern--Inseli Park,47.0494,8.3142,0.0,data/images/podiceps_cristatus/original/165888101.jpg,434,666530,211301,data/images/podiceps_cristatus/cropped/165888101.jpg,3489.47
292,138,165594781,Podiceps cristatus,2019-06-24,6,Seefeldquai,47.3626,8.5468,0.0,data/images/podiceps_cristatus/original/165594781.jpg,407,683712,246341,data/images/podiceps_cristatus/cropped/165594781.jpg,3034.27
293,139,165594771,Podiceps cristatus,2019-06-24,6,Seefeldquai,47.3626,8.5468,0.0,data/images/podiceps_cristatus/original/165594771.jpg,407,683712,246341,data/images/podiceps_cristatus/cropped/165594771.jpg,4867.54
294,140,165594761,Podiceps cristatus,2019-06-24,6,Seefeldquai,47.3626,8.5468,0.0,data/images/podiceps_cristatus/original/165594761.jpg,407,683712,246341,data/images/podiceps_cristatus/cropped/165594761.jpg,918.57
295,141,164991341,Podiceps cristatus,2019-06-19,6,Pointe à la Bise,46.2445,6.1925,3.0,data/images/podiceps_cristatus/original/164991341.jpg,372,503892,122216,data/images/podiceps_cristatus/cropped/164991341.jpg,13279.47
296,142,161022211,Podiceps cristatus,2019-05-24,5,Schadau,46.7458,7.6374,3.0,data/images/podiceps_cristatus/original/161022211.jpg,558,615189,177198,data/images/podiceps_cristatus/cropped/161022211.jpg,368.7
297,144,157692101,Podiceps cristatus,2019-05-10,5,Les Grangettes--Lagune des Saviez,46.3947,6.9170000000000025,0.0,data/images/podiceps_cristatus/original/157692101.jpg,372,559878,138283,data/images/podiceps_cristatus/cropped/157692101.jpg,1640.53
298,145,152498261,Podiceps cristatus,2019-04-19,4,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/podiceps_cristatus/original/152498261.jpg,261,620719,265311,data/images/podiceps_cristatus/cropped/152498261.jpg,11141.54
299,146,152498201,Podiceps cristatus,2019-04-19,4,Ergolzmündung Augst-Kaiseraugst,47.5382,7.7138,5.0,data/images/podiceps_cristatus/original/152498201.jpg,261,620719,265311,data/images/podiceps_cristatus/cropped/152498201.jpg,8182.17
300,147,151614541,Podiceps cristatus,2019-04-16,4,Klingnauer Stausee,47.5833,8.2333,4.0,data/images/podiceps_cristatus/original/151614541.jpg,318,659782,270592,data/images/podiceps_cristatus/cropped/151614541.jpg,4168.17
301,148,151614531,Podiceps cristatus,2019-04-16,4,Klingnauer Stausee,47.5833,8.2333,4.5,data/images/podiceps_cristatus/original/151614531.jpg,318,659782,270592,data/images/podiceps_cristatus/cropped/151614531.jpg,4610.82
302,149,150593931,Podiceps cristatus,2019-04-11,4,Port Choiseul,46.2879,6.1719,5.0,data/images/podiceps_cristatus/original/150593931.jpg,372,502381,127066,data/images/podiceps_cristatus/cropped/150593931.jpg,413.22
303,150,150153121,Podiceps cristatus,2019-04-08,4,Port de Versoix et Embouchure de la Versoix,46.2762,6.1712,4.0,data/images/podiceps_cristatus/original/150153121.jpg,372,502306,125766,data/images/podiceps_cristatus/cropped/150153121.jpg,1159.83
304,151,150153111,Podiceps cristatus,2019-04-08,4,Port de Versoix et Embouchure de la Versoix,46.2762,6.1712,5.0,data/images/podiceps_cristatus/original/150153111.jpg,372,502306,125766,data/images/podiceps_cristatus/cropped/150153111.jpg,715.19
305,152,150153101,Podiceps cristatus,2019-04-08,4,Port de Versoix et Embouchure de la Versoix,46.2762,6.1712,5.0,data/images/podiceps_cristatus/original/150153101.jpg,372,502306,125766,data/images/podiceps_cristatus/cropped/150153101.jpg,769.38
306,153,148479001,Podiceps cristatus,2019-03-27,3,Klingnauer Stausee,47.5833,8.2333,3.0,data/images/podiceps_cristatus/original/148479001.jpg,318,659782,270592,data/images/podiceps_cristatus/cropped/148479001.jpg,1292.29
307,154,148047571,Podiceps cristatus,2019-03-29,3,Klingnauer Stausee,47.5833,8.2333,4.0,data/images/podiceps_cristatus/original/148047571.jpg,318,659782,270592,data/images/podiceps_cristatus/cropped/148047571.jpg,880.98
308,155,147298291,Podiceps cristatus,2019-02-24,2,"Altstadt, Zug",47.1689,8.5131,5.0,data/images/podiceps_cristatus/original/147298291.jpg,413,681461,224773,data/images/podiceps_cristatus/cropped/147298291.jpg,1995.7
309,156,146310621,Podiceps cristatus,2005-10-30,10,Fanel--Chablais de Cudrefin,46.9777,7.037000000000001,0.0,data/images/podiceps_cristatus/original/146310621.jpg,429,569441,203038,data/images/podiceps_cristatus/cropped/146310621.jpg,663.48
310,157,144507741,Podiceps cristatus,2004-09-12,9,Burgäschisee,47.1694,7.6683,0.0,data/images/podiceps_cristatus/original/144507741.jpg,465,617413,224296,data/images/podiceps_cristatus/cropped/144507741.jpg,485.9
311,158,144459681,Podiceps cristatus,2019-03-09,3,Zürich Stadt (City of Zurich),47.3769,8.5414,3.0,data/images/podiceps_cristatus/original/144459681.jpg,408,683281,247925,data/images/podiceps_cristatus/cropped/144459681.jpg,3569.58
312,159,143847991,Podiceps cristatus,2019-02-24,2,Jetée et Port des Pâquis,46.2102,6.1546,0.0,data/images/podiceps_cristatus/original/143847991.jpg,372,500907,118451,data/images/podiceps_cristatus/cropped/143847991.jpg,3800.05
313,160,143847071,Podiceps cristatus,2019-02-24,2,Jetée du Jet d'eau,46.2061,6.1573,0.0,data/images/podiceps_cristatus/original/143847071.jpg,372,501107,117992,data/images/podiceps_cristatus/cropped/143847071.jpg,1550.16
314,161,143847061,Podiceps cristatus,2019-02-24,2,Jetée du Jet d'eau,46.2061,6.1573,0.0,data/images/podiceps_cristatus/original/143847061.jpg,372,501107,117992,data/images/podiceps_cristatus/cropped/143847061.jpg,3956.17
315,163,143511961,Podiceps cristatus,2019-03-03,3,Ouchy,46.5057,6.6273,0.0,data/images/podiceps_cristatus/original/143511961.jpg,372,537725,150811,data/images/podiceps_cristatus/cropped/143511961.jpg,1247.53
316,164,143095311,Podiceps cristatus,2012-04-29,4,Jetée du Jet d'eau,46.2061,6.1573,0.0,data/images/podiceps_cristatus/original/143095311.jpg,372,501107,117992,data/images/podiceps_cristatus/cropped/143095311.jpg,1108.54
317,165,141193711,Podiceps cristatus,2019-02-17,2,Les Grangettes--Embouchure du Grand Canal,46.3968,6.8875,0.0,data/images/podiceps_cristatus/original/141193711.jpg,372,557611,138532,data/images/podiceps_cristatus/cropped/141193711.jpg,1929.06
318,166,138666511,Podiceps cristatus,2014-04-25,4,"46.0024x8.9504 - Apr 25, 2014, 4:19 PM",46.0024,8.9504,0.0,data/images/podiceps_cristatus/original/138666511.jpg,271,717109,95666,data/images/podiceps_cristatus/cropped/138666511.jpg,410.83
319,167,138666501,Podiceps cristatus,2014-04-25,4,"46.0024x8.9504 - Apr 25, 2014, 4:19 PM",46.0024,8.9504,0.0,data/images/podiceps_cristatus/original/138666501.jpg,271,717109,95666,data/images/podiceps_cristatus/cropped/138666501.jpg,258.72
320,168,138666411,Podiceps cristatus,2014-04-24,4,CH-TI-Lugano-11 Viale Carlo Cattaneo,46.005,8.958,0.0,data/images/podiceps_cristatus/original/138666411.jpg,272,717693,95966,data/images/podiceps_cristatus/cropped/138666411.jpg,1727.11
321,169,138666221,Podiceps cristatus,2014-04-23,4,"46.0050x8.9581 - Apr 23, 2014, 5:27 PM",46.005,8.9581,0.0,data/images/podiceps_cristatus/original/138666221.jpg,272,717700,95966,data/images/podiceps_cristatus/cropped/138666221.jpg,372.95
322,170,138666131,Podiceps cristatus,2014-04-20,4,Riva Antonio Caccia on Lake Lugano,45.9991,8.9495,0.0,data/images/podiceps_cristatus/original/138666131.jpg,271,717047,95298,data/images/podiceps_cristatus/cropped/138666131.jpg,111.81
323,171,138440981,Podiceps cristatus,2019-01-18,1,Estavayer-le-Lac--Port,46.8523,6.8384,3.0,data/images/podiceps_cristatus/original/138440981.jpg,429,554223,189194,data/images/podiceps_cristatus/cropped/138440981.jpg,3006.15
324,172,137498211,Podiceps cristatus,2018-06-24,6,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/podiceps_cristatus/original/137498211.jpg,408,683281,247925,data/images/podiceps_cristatus/cropped/137498211.jpg,7059.55
325,173,136727561,Podiceps cristatus,1998-12-30,12,Yverdon--Port Communal,46.7858,6.6478,0.0,data/images/podiceps_cristatus/original/136727561.jpg,429,539613,181931,data/images/podiceps_cristatus/cropped/136727561.jpg,1152.97
326,174,133478271,Podiceps cristatus,2019-01-06,1,Founex,46.331,6.1921,0.0,data/images/podiceps_cristatus/original/133478271.jpg,400,504014,131832,data/images/podiceps_cristatus/cropped/133478271.jpg,1041.23
327,175,130087201,Podiceps cristatus,2015-05-22,5,Zürisee - North End,47.3632,8.541,0.0,data/images/podiceps_cristatus/original/130087201.jpg,406,683273,246402,data/images/podiceps_cristatus/cropped/130087201.jpg,211.26
328,176,128084961,Podiceps cristatus,2018-12-11,12,Rorschach--Hafen,47.4795,9.4925,4.5,data/images/podiceps_cristatus/original/128084961.jpg,396,754797,260774,data/images/podiceps_cristatus/cropped/128084961.jpg,405.93
329,177,127044091,Podiceps cristatus,2014-05-08,5,Oetwil an der Limmat,47.4226,8.4031,0.0,data/images/podiceps_cristatus/original/127044091.jpg,383,672775,252868,data/images/podiceps_cristatus/cropped/127044091.jpg,2954.64
330,178,127043971,Podiceps cristatus,2014-05-06,5,Morcote,45.9226,8.9159,0.0,data/images/podiceps_cristatus/original/127043971.jpg,290,714604,86745,data/images/podiceps_cristatus/cropped/127043971.jpg,318.89
331,179,127043581,Podiceps cristatus,2014-05-03,5,Oetwil an der Limmat,47.4226,8.4031,0.0,data/images/podiceps_cristatus/original/127043581.jpg,383,672775,252868,data/images/podiceps_cristatus/cropped/127043581.jpg,311.0
332,180,127042721,Podiceps cristatus,2014-04-29,4,Oetwil an der Limmat,47.4226,8.4031,0.0,data/images/podiceps_cristatus/original/127042721.jpg,383,672775,252868,data/images/podiceps_cristatus/cropped/127042721.jpg,1530.95
333,181,127042711,Podiceps cristatus,2014-04-29,4,Oetwil an der Limmat,47.4226,8.4031,0.0,data/images/podiceps_cristatus/original/127042711.jpg,383,672775,252868,data/images/podiceps_cristatus/cropped/127042711.jpg,1323.34
335,183,125527251,Podiceps cristatus,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,3.0,data/images/podiceps_cristatus/original/125527251.jpg,396,731552,279384,data/images/podiceps_cristatus/cropped/125527251.jpg,721.42
336,184,125527111,Podiceps cristatus,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,4.888888888888889,data/images/podiceps_cristatus/original/125527111.jpg,396,731552,279384,data/images/podiceps_cristatus/cropped/125527111.jpg,3408.02
337,185,125526931,Podiceps cristatus,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,3.5,data/images/podiceps_cristatus/original/125526931.jpg,396,731552,279384,data/images/podiceps_cristatus/cropped/125526931.jpg,2666.91
338,186,125526921,Podiceps cristatus,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,3.5,data/images/podiceps_cristatus/original/125526921.jpg,396,731552,279384,data/images/podiceps_cristatus/cropped/125526921.jpg,349.13
339,187,125526691,Podiceps cristatus,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,3.0,data/images/podiceps_cristatus/original/125526691.jpg,396,731552,279384,data/images/podiceps_cristatus/cropped/125526691.jpg,1383.14
340,188,125526671,Podiceps cristatus,2017-05-20,5,Kreuzlingen--Seepark,47.6519,9.1897,4.0,data/images/podiceps_cristatus/original/125526671.jpg,396,731552,279384,data/images/podiceps_cristatus/cropped/125526671.jpg,1247.12
341,189,125211141,Podiceps cristatus,2018-11-13,11,Ville de Genève (City of Geneva),46.2043,6.1429,0.0,data/images/podiceps_cristatus/original/125211141.jpg,372,499993,117810,data/images/podiceps_cristatus/cropped/125211141.jpg,303.27
342,190,118965591,Podiceps cristatus,2013-06-28,6,Lake of Lucerne,47.0532,8.316,0.0,data/images/podiceps_cristatus/original/118965591.jpg,434,666662,211725,data/images/podiceps_cristatus/cropped/118965591.jpg,2202.26
343,191,116472051,Podiceps cristatus,2017-03-15,3,Stille Reuss,47.3148,8.3678,4.5,data/images/podiceps_cristatus/original/116472051.jpg,380,670254,240852,data/images/podiceps_cristatus/cropped/116472051.jpg,1058.0
344,192,114826431,Podiceps cristatus,2018-09-04,9,Luzern Stadt (City of Lucerne),47.0501,8.3093,0.0,data/images/podiceps_cristatus/original/114826431.jpg,435,666157,211374,data/images/podiceps_cristatus/cropped/114826431.jpg,2661.52
345,193,114826381,Podiceps cristatus,2018-09-04,9,Luzern Stadt (City of Lucerne),47.0501,8.3093,0.0,data/images/podiceps_cristatus/original/114826381.jpg,435,666157,211374,data/images/podiceps_cristatus/cropped/114826381.jpg,1160.82
346,194,114794771,Podiceps cristatus,2008-07-02,7,Zürich Stadt (City of Zurich),47.3769,8.5414,0.0,data/images/podiceps_cristatus/original/114794771.jpg,408,683281,247925,data/images/podiceps_cristatus/cropped/114794771.jpg,1035.61
347,195,112181211,Podiceps cristatus,2018-08-25,8,Promenade Robert Hainard,46.7922,6.6425,4.0,data/images/podiceps_cristatus/original/112181211.jpg,429,539215,182646,data/images/podiceps_cristatus/cropped/112181211.jpg,1186.12
348,196,111746071,Podiceps cristatus,2018-08-21,8,Port de Neuchâtel,46.9903,6.9354,3.0,data/images/podiceps_cristatus/original/111746071.jpg,429,561719,204483,data/images/podiceps_cristatus/cropped/111746071.jpg,435.74
349,197,111746051,Podiceps cristatus,2018-08-21,8,Port de Neuchâtel,46.9903,6.9354,3.0,data/images/podiceps_cristatus/original/111746051.jpg,429,561719,204483,data/images/podiceps_cristatus/cropped/111746051.jpg,206.59
350,198,111011641,Podiceps cristatus,2014-07-21,7,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,4.0,data/images/podiceps_cristatus/original/111011641.jpg,434,665988,211495,data/images/podiceps_cristatus/cropped/111011641.jpg,954.88
351,199,111011611,Podiceps cristatus,2014-07-21,7,Luzern--Wasserturm und Kapellbrücke,47.0512,8.3071,4.0,data/images/podiceps_cristatus/original/111011611.jpg,434,665988,211495,data/images/podiceps_cristatus/cropped/111011611.jpg,327.11
352,200,110712371,Podiceps cristatus,2018-08-08,8,Silvaplanersee,46.448,9.7914,4.0,data/images/podiceps_cristatus/original/110712371.jpg,1791,780757,146784,data/images/podiceps_cristatus/cropped/110712371.jpg,1145.61
353,201,110712361,Podiceps cristatus,2018-08-08,8,Silvaplanersee,46.448,9.7914,5.0,data/images/podiceps_cristatus/original/110712361.jpg,1791,780757,146784,data/images/podiceps_cristatus/cropped/110712361.jpg,905.55
354,202,110712261,Podiceps cristatus,2018-08-08,8,Silvaplanersee,46.448,9.7914,5.0,data/images/podiceps_cristatus/original/110712261.jpg,1791,780757,146784,data/images/podiceps_cristatus/cropped/110712261.jpg,2002.42
355,203,110712171,Podiceps cristatus,2018-08-08,8,Silvaplanersee,46.448,9.7914,4.5,data/images/podiceps_cristatus/original/110712171.jpg,1791,780757,146784,data/images/podiceps_cristatus/cropped/110712171.jpg,898.28
356,204,110712141,Podiceps cristatus,2018-08-08,8,Silvaplanersee,46.448,9.7914,4.0,data/images/podiceps_cristatus/original/110712141.jpg,1791,780757,146784,data/images/podiceps_cristatus/cropped/110712141.jpg,1732.26
357,205,110712061,Podiceps cristatus,2018-08-08,8,Silvaplanersee,46.448,9.7914,4.5,data/images/podiceps_cristatus/original/110712061.jpg,1791,780757,146784,data/images/podiceps_cristatus/cropped/110712061.jpg,1261.22
358,206,109703801,Podiceps cristatus,2018-07-08,7,Pfäffikersee--Seepromenade Pfäffikon,47.364,8.7812,3.0,data/images/podiceps_cristatus/original/109703801.jpg,537,701414,246773,data/images/podiceps_cristatus/cropped/109703801.jpg,450.12
359,207,107876891,Podiceps cristatus,2018-07-03,7,Seefeldquai,47.3626,8.5468,3.0,data/images/podiceps_cristatus/original/107876891.jpg,407,683712,246341,data/images/podiceps_cristatus/cropped/107876891.jpg,907.84
360,208,107794081,Podiceps cristatus,2018-07-08,7,Naturschutzgebiet Weissenau,46.6735,7.8259,3.0,data/images/podiceps_cristatus/original/107794081.jpg,558,629633,169214,data/images/podiceps_cristatus/cropped/107794081.jpg,7701.91
361,209,107774111,Podiceps cristatus,2018-07-07,7,Naturschutzgebiet Weissenau,46.6735,7.8259,3.0,data/images/podiceps_cristatus/original/107774111.jpg,558,629633,169214,data/images/podiceps_cristatus/cropped/107774111.jpg,379.46
362,210,107687421,Podiceps cristatus,2018-07-15,7,Rapperswil--Holzbrücke,47.2206,8.8121,3.0,data/images/podiceps_cristatus/original/107687421.jpg,406,704027,230873,data/images/podiceps_cristatus/cropped/107687421.jpg,641.58
363,212,107670361,Podiceps cristatus,2018-06-30,6,Les Grangettes (general area),46.3913,6.8971,4.0,data/images/podiceps_cristatus/original/107670361.jpg,373,558345,137915,data/images/podiceps_cristatus/cropped/107670361.jpg,235.59
364,213,107264671,Podiceps cristatus,2018-07-05,7,Luzern--Ufschötti,47.0463,8.3212,4.666666666666667,data/images/podiceps_cristatus/original/107264671.jpg,434,667066,210962,data/images/podiceps_cristatus/cropped/107264671.jpg,844.47
365,214,107264591,Podiceps cristatus,2018-07-05,7,Luzern--Ufschötti,47.0463,8.3212,3.0,data/images/podiceps_cristatus/original/107264591.jpg,434,667066,210962,data/images/podiceps_cristatus/cropped/107264591.jpg,3044.25
366,216,106846511,Podiceps cristatus,2018-06-24,6,Seefeldquai,47.3626,8.5468,3.0,data/images/podiceps_cristatus/original/106846511.jpg,407,683712,246341,data/images/podiceps_cristatus/cropped/106846511.jpg,787.98
367,217,106693951,Podiceps cristatus,2018-07-04,7,Seefeldquai,47.3626,8.5468,3.0,data/images/podiceps_cristatus/original/106693951.jpg,407,683712,246341,data/images/podiceps_cristatus/cropped/106693951.jpg,2613.34
368,218,105011021,Podiceps cristatus,2018-02-02,2,Jetée et Port des Pâquis,46.2102,6.1546,4.0,data/images/podiceps_cristatus/original/105011021.jpg,372,500907,118451,data/images/podiceps_cristatus/cropped/105011021.jpg,1791.99
369,219,105011011,Podiceps cristatus,2018-02-02,2,Jetée et Port des Pâquis,46.2102,6.1546,3.0,data/images/podiceps_cristatus/original/105011011.jpg,372,500907,118451,data/images/podiceps_cristatus/cropped/105011011.jpg,4745.89
370,220,105011001,Podiceps cristatus,2018-02-02,2,Jetée et Port des Pâquis,46.2102,6.1546,4.0,data/images/podiceps_cristatus/original/105011001.jpg,372,500907,118451,data/images/podiceps_cristatus/cropped/105011001.jpg,2251.29
371,221,105010991,Podiceps cristatus,2018-02-02,2,Jetée et Port des Pâquis,46.2102,6.1546,4.0,data/images/podiceps_cristatus/original/105010991.jpg,372,500907,118451,data/images/podiceps_cristatus/cropped/105010991.jpg,5356.57
